ID,sentence,verb1,verbType1,verb2,verbType2,verb3,verbType3,verb4,verbType4
610,小さな庭つきの家を探してくれませんか。,探して,participle,くれません,negative-polite,,,,
611,私はそのニュースを偶然に聞いてしまった。,聞いて,participle,しまった,past,,,,
612,私には彼らが同じように見えます。,見えます,polite,,,,,,
613,ぐっすり眠った後はずっと気分がよい。,眠った,past,,,,,,
614,あなたは行くべきだと彼は言った。,言った,past,,,,,,
615,しばらくこの馬に乗ってもいいですか。,乗って,participle,,,,,,
616,また？もう勘弁してよ。,して,participle,,,,,,
617,毎日何時間昼寝しますか。,します,polite,,,,,,
618,彼は会議では禁煙しようと提案した。,しよう,volitional,した,past,,,,
619,違う、違う、違う！,違う,dict,違う,dict,違う,dict,,
620,彼は入った後ドアを静かに閉めた。,入った,past,閉めた,past,,,,
623,彼は飛行機事故で死んだ。,死んだ,past,,,,,,
624,彼女はまたすぐ私たちを訪ねて来ます。,訪ねて,participle,来ます,polite,,,,
625,何を召し上がりますか。,召し上がります,polite,,,,,,
626,花で部屋が明るくなった。,なった,past,,,,,,
627,私は絵を書きたい。,書きたい,wish,,,,,,
628,それは私にとって意外な話だった。,とって,participle,,,,,,
629,魚の捕まえ方を教えてあげよう。,捕まえ,nominal,教えて,participle,あげよう,volitional,,
630,彼女は来るかもしれない。,来る,dict,しれない,negative,,,,
634,彼はたくさんの本を持っている。,持って,participle,いる,dict,,,,
635,彼は親切というよりむしろ気がやさしい。,いう,dict,,,,,,
636,水中を魚が泳いでいるのが見えますか。,泳いで,participle,見えます,polite,,,,
637,私に君の名前を教えてください。,教えて,participle,,,,,,
638,彼らはみな武装している。,して,participle,いる,dict,,,,
639,私は一時間につき十ドルもらっています。,つき,nominal,もらって,participle,います,polite,,
642,こんな時は、迎え酒に限ります。,限ります,polite,,,,,,
646,この本は子供でも読めます。,読めます,polite,,,,,,
647,彼は私に食べ物を一切くれなかった。,くれなかった,negative-past,,,,,,
649,彼は禁煙した。,した,past,,,,,,
650,あやうく間違いをするところだった。,する,dict,,,,,,
651,それはまたの機会にとっておきましょう。,とって,participle,おきましょう,volitional-polite,,,,
652,このテーブルをとっておいてください。,とって,participle,おいて,participle,,,,
653,ついに彼は真実を発見した。,した,past,,,,,,
654,私はその街の丘の上のホテルに泊まった。,泊まった,past,,,,,,
656,私は快適な生活がしたい。,したい,wish,,,,,,
657,お前には期待しているんだぞ。,して,participle,,,,,,
658,彼は友人たちに助けを求めた。,求めた,past,,,,,,
659,もし１００万ドルあれば、どうしますか。,します,polite,,,,,,
661,彼に事実を話す事が大切だと思います。,話す,dict,思います,polite,,,,
662,雨が降ったので私達は家にいた。,いた,past,,,,,,
663,君の言うことの意味が分からない。,言う,dict,分からない,negative,,,,
666,雨のために試合を中止せざるを得なかった。,得なかった,negative-past,,,,,,
667,来年はもっと勉強しなければいけませんよ。,しなければ,negative-provisional-conditional,いけません,negative-polite,,,,
668,彼女は昨日そこへ行った。,行った,past,,,,,,
669,彼の怠惰にはもうこれ以上我慢することができない。,する,dict,,,,,,
672,彼は交通事故で片目の視力を失った。,失った,past,,,,,,
673,私は泳ぐのを楽しんだ。,楽しんだ,past,,,,,,
674,散歩に行こうと提案した。,行こう,volitional,した,past,,,,
675,かぜをひいたらこの薬を飲むんだよ。,ひいたら,conditional,,,,,,
676,わたしにはそうする特別の理由は何も無い。,する,dict,,,,,,
677,彼は走りながら来た。,来た,past,,,,,,
678,英語を話すことは難しいですか。,話す,dict,,,,,,
680,彼はお金についてはたいへん締まり屋だ。,ついて,participle,,,,,,
681,突然良い考えが私の心に浮かんだ。,浮かんだ,past,,,,,,
682,今度の日曜日うちへ来ない？,来ない,negative,,,,,,
683,年老いたスミスさんは出来るだけお金をためている。,年老いた,past,出来る,dict,ためて,participle,いる,dict
685,彼に何があったのか話してください。,話して,participle,,,,,,
686,結局これでは駄目だとだけ言っておこう。,言って,participle,おこう,volitional,,,,
689,私はスーパーでよく彼女と会う。,会う,dict,,,,,,
690,壁に手をつけ！,つけ,nominal,,,,,,
692,その話は知っています。,知って,participle,います,polite,,,,
693,彼女はその話を冗談だと考えた。,考えた,past,,,,,,
695,私はその鍵を探した。,探した,past,,,,,,
696,私は一人でこの犬小屋を作った。,作った,past,,,,,,
697,彼は彼女を妻にした。,した,past,,,,,,
698,私たちは君の提案に賛成しよう。,しよう,volitional,,,,,,
700,この服はすぐしわになる。,なる,dict,,,,,,
701,あなたが私の立場にいたら、何をしますか。,いたら,conditional,します,polite,,,,
702,今日の新聞を持ってきて欲しい。,持って,participle,きて,participle,,,,
704,彼の努力は無駄におわった。,おわった,past,,,,,,
706,あの人は友達をつくることがあまり速くない。,つくる,dict,,,,,,
707,彼らは遅れると思います。,遅れる,dict,思います,polite,,,,
708,終電に乗ることが出来た。,乗る,dict,,,,,,
709,兄は神戸の大学に行っています。,行って,participle,います,polite,,,,
712,彼の生命は危険な状態にあると思います。,ある,dict,思います,polite,,,,
713,この計画が成功するかどうかまだ分からない。,する,dict,分からない,negative,,,,
714,明日までに宿題をしなければならない。,しなければ,negative-provisional-conditional,ならない,negative,,,,
715,彼は握手を求めた。,求めた,past,,,,,,
716,私たちは注意してみたが何も見えなかった。,して,participle,見えなかった,negative-past,,,,
717,彼をちょっと待たせておいて下さい。,待たせて,causative-participle,おいて,participle,,,,
719,彼らは同じ飛行機に乗っていた。,乗って,participle,いた,past,,,,
720,第一に飲食に注意しなければならない。,しなければ,negative-provisional-conditional,ならない,negative,,,,
721,ドレスはヒザまで長さがある。,ある,dict,,,,,,
722,なぜ泣いているのですか。,泣いて,participle,,,,,,
723,彼は３０歳で社長になった。,なった,past,,,,,,
725,私はあなたの２倍年をとっている。,とって,participle,いる,dict,,,,
726,彼女はその知らせを聞いて青ざめた。,聞いて,participle,青ざめた,past,,,,
728,私は級友に会った。,会った,past,,,,,,
730,あなたにお茶を入れてほしいものだ。,入れて,participle,,,,,,
731,彼女は英語で日記をつけている。,つけて,participle,いる,dict,,,,
732,私たちはしばらく歩いた後で、湖に出た。,歩いた,past,出た,past,,,,
734,私は彼に会う為にそこへ行った。,行った,past,,,,,,
739,犬は水の中をのぞいた。,のぞいた,past,,,,,,
741,その仕事を心配するな。,する,dict,,,,,,
742,彼の言っていることはある程度本当である。,言って,participle,いる,dict,ある,dict,,
743,あなたは全く間違っています。,間違って,participle,います,polite,,,,
744,もうお父さんは帰ってきたの。,帰って,participle,きた,past,,,,
745,あなたはそんなに急いで行く必要はない。,急いで,participle,行く,dict,,,,
746,彼女に会った事がある。,会った,past,ある,dict,,,,
747,ですから信じることです。,信じる,dict,,,,,,
748,諸君は英語を学ぶところですか。,学ぶ,dict,,,,,,
751,これとあれの中から一つ選んでください。,選んで,participle,,,,,,
752,彼はなんでも知っている。,知って,participle,いる,dict,,,,
753,要するに金が必要なんだ。貸してくれよ！,要する,dict,貸して,participle,くれ,nominal,,
754,彼は半時間で２マイル歩いた。,歩いた,past,,,,,,
759,失敗してもあきらめてはいけない。,して,participle,あきらめて,participle,いけない,negative,,
760,雨のため我々は外出できなかった。,できなかった,negative-past,,,,,,
763,私たちはするべき仕事がたくさんある。,ある,dict,,,,,,
764,私は飛行機にちょうど間に合った。,間に合った,past,,,,,,
765,君は学校で何の科目を取っていますか。,取って,participle,います,polite,,,,
766,私達は互いに依存しあっている。,いる,dict,,,,,,
767,どうも、その点がよくわかりませんね。,わかりません,negative-polite,,,,,,
768,彼女は奇妙なことを口にした。,した,past,,,,,,
769,手元に１００万円あるとしてみよう。,ある,dict,して,participle,みよう,volitional,,
770,その忙しいクラスで私の声は通らなかった。,通らなかった,negative-past,,,,,,
771,きっと私はこの宿題をします。,します,polite,,,,,,
772,私は最近彼に会っていません。,会って,participle,いません,negative-polite,,,,
775,彼は紳士である。,ある,dict,,,,,,
776,お話させていただいてもよろしいでしょうか。,話させて,causative-participle,,,,,,
